"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
4742,2005,1,NA,1,0,NA
4742,2007,1,NA,1,0,NA
4742,2011,1,NA,1,0,NA
4742,2013,2,3,1,0,NA
4743,2005,2,3,2,0,NA
4743,2007,4,3,1,0,NA
4743,2011,2,3,1,0,NA
4743,2013,2,3,2,0,NA
4744,2005,2,3,1,1,1
4744,2007,1,NA,1,1,1
4744,2011,1,NA,1,0,NA
4744,2013,2,3,2,1,1
4745,2005,1,NA,1,0,NA
4745,2007,2,3,1,0,NA
4745,2011,1,NA,1,0,NA
4745,2013,1,NA,1,0,NA
4746,2005,NA,NA,NA,NA,NA
4746,2007,NA,NA,NA,NA,NA
4746,2011,NA,NA,NA,NA,NA
4746,2013,NA,NA,NA,NA,NA
4747,2005,1,NA,1,1,1
4747,2007,NA,NA,NA,NA,NA
4747,2011,4,3,3,1,1
4747,2013,2,3,1,1,3
4748,2005,2,3,1,0,NA
4748,2007,4,3,2,1,1
4748,2011,3,3,3,0,NA
4748,2013,2,3,2,0,NA
4749,2005,1,NA,2,0,NA
4749,2007,1,NA,1,0,NA
4749,2011,1,NA,1,0,NA
4749,2013,1,NA,1,0,NA
4750,2005,2,3,1,0,NA
4750,2007,1,NA,1,1,1
4750,2011,4,3,1,1,1
4750,2013,2,3,1,1,1
4751,2005,1,NA,1,0,NA
4751,2007,1,NA,1,1,2
4751,2011,3,3,1,0,NA
4751,2013,2,3,2,0,NA
4752,2005,1,NA,1,0,NA
4752,2007,1,NA,1,0,NA
4752,2011,2,NA,2,0,NA
4752,2013,1,NA,2,0,NA
4753,2005,1,NA,1,0,NA
4753,2007,4,2,4,0,NA
4753,2011,2,3,1,0,NA
4753,2013,3,3,1,0,NA
4754,2005,1,NA,1,0,NA
4754,2007,1,NA,1,0,NA
4754,2011,1,NA,1,0,NA
4754,2013,1,NA,1,0,NA
4755,2005,1,NA,1,0,NA
4755,2007,1,NA,1,0,NA
4755,2011,NA,NA,1,0,NA
4755,2013,1,NA,1,0,NA
4756,2005,NA,NA,NA,NA,NA
4756,2007,NA,NA,NA,NA,NA
4756,2011,1,NA,1,0,NA
4756,2013,2,3,1,0,NA
4757,2005,NA,NA,NA,NA,NA
4757,2007,NA,NA,NA,NA,NA
4757,2011,NA,NA,NA,NA,NA
4757,2013,NA,NA,NA,NA,NA
4758,2005,1,NA,1,0,NA
4758,2007,1,NA,1,0,NA
4758,2011,1,NA,1,0,NA
4758,2013,1,NA,1,0,NA
4759,2005,2,3,1,1,2
4759,2007,2,3,1,0,NA
4759,2011,2,3,2,1,1
4759,2013,2,3,2,1,2
4760,2005,NA,NA,NA,NA,NA
4760,2007,NA,NA,NA,NA,NA
4760,2011,1,NA,1,0,NA
4760,2013,1,NA,1,0,NA
4761,2005,NA,NA,NA,NA,NA
4761,2007,NA,NA,NA,NA,NA
4761,2011,NA,NA,NA,NA,NA
4761,2013,2,1,2,0,NA
4762,2005,1,NA,1,0,NA
4762,2007,1,NA,1,0,NA
4762,2011,1,NA,1,0,NA
4762,2013,2,3,1,0,NA
4763,2005,1,NA,1,0,NA
4763,2007,1,NA,1,0,NA
4763,2011,4,2,1,0,NA
4763,2013,4,3,1,0,NA
4764,2005,1,NA,1,0,NA
4764,2007,1,NA,1,0,NA
4764,2011,1,NA,1,0,NA
4764,2013,NA,NA,1,0,NA
4765,2005,1,NA,1,1,1
4765,2007,1,NA,1,0,NA
4765,2011,1,NA,1,0,NA
4765,2013,1,NA,1,0,NA
4766,2005,2,3,2,0,NA
4766,2007,2,3,2,0,NA
4766,2011,3,3,1,0,NA
4766,2013,4,3,2,0,NA
4767,2005,1,NA,1,1,1
4767,2007,1,NA,1,0,NA
4767,2011,2,3,1,0,NA
4767,2013,1,NA,1,0,NA
4768,2005,2,2,2,1,1
4768,2007,2,2,2,1,1
4768,2011,2,3,1,0,NA
4768,2013,1,NA,1,0,NA
4769,2005,2,3,1,1,2
4769,2007,1,NA,3,1,2
4769,2011,2,3,1,0,NA
4769,2013,2,3,1,0,NA
4770,2005,NA,NA,1,1,NA
4770,2007,1,NA,1,0,NA
4770,2011,4,3,1,0,NA
4770,2013,2,3,1,0,NA
4771,2005,1,NA,1,0,NA
4771,2007,1,NA,1,0,NA
4771,2011,1,NA,1,0,NA
4771,2013,1,NA,1,0,NA
4772,2005,2,3,2,1,2
4772,2007,2,3,1,0,NA
4772,2011,2,3,2,0,NA
4772,2013,2,3,1,0,NA
4773,2005,1,NA,1,0,NA
4773,2007,1,NA,1,0,NA
4773,2011,1,NA,1,0,NA
4773,2013,1,NA,1,0,NA
4774,2005,1,NA,1,0,NA
4774,2007,1,NA,1,0,NA
4774,2011,1,NA,1,0,NA
4774,2013,1,NA,1,0,NA
4775,2005,2,3,1,0,NA
4775,2007,1,NA,1,0,NA
4775,2011,4,3,1,0,NA
4775,2013,3,3,2,0,NA
4776,2005,2,3,1,0,NA
4776,2007,1,NA,1,0,NA
4776,2011,4,3,1,0,NA
4776,2013,2,3,1,0,NA
4777,2005,1,NA,1,0,NA
4777,2007,NA,NA,NA,NA,NA
4777,2011,1,NA,1,0,NA
4777,2013,1,NA,1,0,NA
4778,2005,1,NA,2,0,NA
4778,2007,1,NA,2,0,NA
4778,2011,2,3,1,0,NA
4778,2013,1,NA,1,1,2
4779,2005,1,NA,1,1,1
4779,2007,1,NA,1,0,NA
4779,2011,1,NA,1,1,1
4779,2013,1,NA,1,0,NA
4780,2005,1,NA,3,0,NA
4780,2007,1,NA,2,0,NA
4780,2011,1,NA,1,0,NA
4780,2013,2,2,2,0,NA
4781,2005,NA,NA,NA,NA,NA
4781,2007,NA,NA,NA,NA,NA
4781,2011,NA,NA,NA,NA,NA
4781,2013,NA,NA,NA,NA,NA
4782,2005,1,NA,1,0,NA
4782,2007,4,2,1,0,NA
4782,2011,1,NA,1,0,NA
4782,2013,4,3,1,0,NA
4783,2005,1,NA,1,0,NA
4783,2007,1,NA,1,0,NA
4783,2011,NA,NA,NA,NA,NA
4783,2013,1,NA,1,0,NA
4784,2005,NA,NA,NA,NA,NA
4784,2007,NA,NA,NA,NA,NA
4784,2011,NA,NA,NA,NA,NA
4784,2013,NA,NA,NA,NA,NA
4785,2005,1,NA,1,0,NA
4785,2007,1,NA,1,1,1
4785,2011,2,1,1,0,NA
4785,2013,1,NA,1,0,NA
4786,2005,1,NA,1,1,2
4786,2007,1,NA,1,1,1
4786,2011,4,1,1,0,NA
4786,2013,1,NA,4,0,NA
4787,2005,2,3,1,0,NA
4787,2007,2,3,1,0,NA
4787,2011,1,NA,1,0,NA
4787,2013,1,NA,2,1,2
4788,2005,4,3,1,0,NA
4788,2007,3,3,2,0,NA
4788,2011,3,3,2,0,NA
4788,2013,1,NA,1,1,1
4789,2005,4,3,4,0,NA
4789,2007,1,NA,1,0,NA
4789,2011,4,3,4,1,2
4789,2013,1,NA,1,0,NA
4790,2005,NA,NA,NA,NA,NA
4790,2007,NA,NA,NA,NA,NA
4790,2011,NA,NA,NA,NA,NA
4790,2013,NA,NA,NA,NA,NA
4791,2005,2,3,2,0,NA
4791,2007,1,NA,4,0,NA
4791,2011,1,NA,1,1,1
4791,2013,1,NA,1,0,NA
4792,2005,3,2,1,0,NA
4792,2007,2,3,1,0,NA
4792,2011,1,NA,1,0,NA
4792,2013,1,NA,1,0,NA
4793,2005,1,NA,1,0,NA
4793,2007,1,NA,1,0,NA
4793,2011,1,NA,2,0,NA
4793,2013,1,NA,2,0,NA
4794,2005,1,NA,1,0,NA
4794,2007,1,NA,1,0,NA
4794,2011,2,3,2,1,2
4794,2013,2,3,3,1,3
4795,2005,2,3,1,0,NA
4795,2007,1,NA,1,0,NA
4795,2011,2,3,1,0,NA
4795,2013,1,NA,1,0,NA
4796,2005,4,3,4,1,4
4796,2007,1,NA,1,1,4
4796,2011,NA,NA,NA,NA,NA
4796,2013,NA,NA,NA,NA,NA
4797,2005,NA,NA,NA,NA,NA
4797,2007,NA,NA,NA,NA,NA
4797,2011,NA,NA,NA,NA,NA
4797,2013,NA,NA,NA,NA,NA
4798,2005,1,NA,1,1,1
4798,2007,1,NA,1,1,1
4798,2011,1,NA,1,0,NA
4798,2013,1,NA,1,0,NA
4799,2005,1,NA,1,0,NA
4799,2007,1,NA,1,0,NA
4799,2011,1,NA,1,1,1
4799,2013,1,NA,1,0,NA
4800,2005,2,3,1,1,1
4800,2007,1,NA,1,0,NA
4800,2011,1,NA,1,NA,NA
4800,2013,NA,NA,NA,NA,NA
4801,2005,1,NA,1,1,1
4801,2007,1,NA,1,1,2
4801,2011,1,NA,1,0,NA
4801,2013,2,2,1,0,NA
4802,2005,2,2,1,0,NA
4802,2007,1,NA,1,0,NA
4802,2011,4,3,3,0,NA
4802,2013,2,3,1,0,NA
4803,2005,1,NA,1,0,NA
4803,2007,1,NA,1,0,NA
4803,2011,2,3,2,0,NA
4803,2013,1,NA,1,0,NA
4804,2005,3,3,2,0,NA
4804,2007,2,3,1,0,NA
4804,2011,2,3,1,0,NA
4804,2013,1,NA,1,1,1
4805,2005,4,3,4,1,2
4805,2007,1,NA,1,1,2
4805,2011,2,3,2,1,4
4805,2013,4,3,1,1,4
4806,2005,1,NA,2,1,1
4806,2007,1,NA,1,1,1
4806,2011,2,3,1,1,2
4806,2013,2,3,2,1,2
4807,2005,4,1,1,0,NA
4807,2007,2,3,1,0,NA
4807,2011,2,3,1,0,NA
4807,2013,4,3,1,0,NA
4808,2005,2,2,1,0,NA
4808,2007,2,3,2,1,1
4808,2011,2,3,2,1,1
4808,2013,1,NA,1,0,NA
4809,2005,4,3,2,0,NA
4809,2007,4,3,2,0,NA
4809,2011,NA,NA,NA,NA,NA
4809,2013,NA,NA,NA,NA,NA
4810,2005,1,NA,1,0,NA
4810,2007,1,NA,1,1,2
4810,2011,1,NA,1,1,1
4810,2013,1,NA,1,0,NA
4811,2005,2,3,2,1,1
4811,2007,2,3,1,1,1
4811,2011,2,3,1,0,NA
4811,2013,NA,NA,NA,NA,NA
4812,2005,2,3,1,1,1
4812,2007,2,3,1,0,NA
4812,2011,2,2,1,0,NA
4812,2013,1,NA,1,0,NA
4813,2005,NA,NA,NA,NA,NA
4813,2007,NA,NA,NA,NA,NA
4813,2011,NA,NA,NA,NA,NA
4813,2013,NA,NA,NA,NA,NA
4814,2005,NA,NA,NA,NA,NA
4814,2007,NA,NA,NA,NA,NA
4814,2011,NA,NA,NA,NA,NA
4814,2013,NA,NA,NA,NA,NA
4815,2005,NA,NA,NA,NA,NA
4815,2007,NA,NA,NA,NA,NA
4815,2011,NA,NA,NA,NA,NA
4815,2013,NA,NA,NA,NA,NA
4816,2005,2,3,2,1,1
4816,2007,2,3,2,1,1
4816,2011,NA,NA,NA,NA,NA
4816,2013,NA,NA,NA,NA,NA
4817,2005,2,3,2,1,3
4817,2007,3,3,2,1,2
4817,2011,3,3,2,1,4
4817,2013,2,3,2,1,4
4818,2005,1,NA,1,0,NA
4818,2007,1,NA,1,0,NA
4818,2011,1,NA,1,1,1
4818,2013,1,NA,1,0,NA
4819,2005,NA,NA,NA,NA,NA
4819,2007,NA,NA,NA,NA,NA
4819,2011,NA,NA,NA,NA,NA
4819,2013,NA,NA,NA,NA,NA
4820,2005,2,3,2,0,NA
4820,2007,2,3,1,0,NA
4820,2011,1,NA,2,0,NA
4820,2013,1,NA,2,0,NA
4821,2005,1,NA,1,0,NA
4821,2007,2,1,1,0,NA
4821,2011,1,NA,2,0,NA
4821,2013,2,1,1,0,NA
4822,2005,1,NA,1,1,1
4822,2007,1,NA,1,1,1
4822,2011,2,3,1,0,NA
4822,2013,1,NA,1,0,NA
4823,2005,4,3,4,1,2
4823,2007,3,3,4,1,2
4823,2011,4,3,4,1,2
4823,2013,4,3,2,1,3
4824,2005,1,NA,1,0,NA
4824,2007,1,NA,1,0,NA
4824,2011,1,NA,1,0,NA
4824,2013,1,NA,1,0,NA
4825,2005,NA,NA,NA,NA,NA
4825,2007,NA,NA,NA,NA,NA
4825,2011,1,NA,1,1,2
4825,2013,1,NA,1,1,2
4826,2005,1,NA,1,0,NA
4826,2007,1,NA,1,0,NA
4826,2011,1,NA,1,0,NA
4826,2013,1,NA,1,0,NA
4827,2005,2,3,1,0,NA
4827,2007,1,NA,1,0,NA
4827,2011,1,NA,1,0,NA
4827,2013,1,NA,1,1,1
4828,2005,1,NA,1,1,2
4828,2007,1,NA,1,0,NA
4828,2011,1,NA,1,0,NA
4828,2013,1,NA,1,0,NA
4829,2005,1,NA,1,1,1
4829,2007,1,NA,1,NA,NA
4829,2011,1,NA,1,0,NA
4829,2013,1,NA,1,1,2
4830,2005,NA,NA,NA,NA,NA
4830,2007,NA,NA,NA,NA,NA
4830,2011,NA,NA,NA,NA,NA
4830,2013,NA,NA,NA,NA,NA
4831,2005,NA,NA,NA,NA,NA
4831,2007,1,NA,1,0,NA
4831,2011,2,1,2,0,NA
4831,2013,2,3,1,0,NA
4832,2005,1,NA,1,0,NA
4832,2007,1,NA,1,0,NA
4832,2011,1,NA,1,1,1
4832,2013,1,NA,1,0,NA
4833,2005,1,NA,1,0,NA
4833,2007,1,NA,1,0,NA
4833,2011,1,NA,1,0,NA
4833,2013,1,NA,1,0,NA
4834,2005,NA,NA,NA,NA,NA
4834,2007,1,NA,1,0,NA
4834,2011,2,2,2,0,NA
4834,2013,NA,NA,NA,NA,NA
4835,2005,NA,NA,NA,NA,NA
4835,2007,1,NA,1,1,1
4835,2011,1,NA,1,0,NA
4835,2013,1,NA,1,0,NA
4836,2005,1,NA,1,0,NA
4836,2007,2,3,1,0,NA
4836,2011,1,NA,1,0,NA
4836,2013,2,3,1,1,1
4837,2005,1,NA,1,0,NA
4837,2007,1,NA,1,0,NA
4837,2011,1,NA,1,0,NA
4837,2013,NA,NA,NA,NA,NA
4838,2005,1,NA,1,0,NA
4838,2007,1,NA,1,0,NA
4838,2011,1,NA,1,0,NA
4838,2013,1,NA,1,0,NA
4839,2005,NA,NA,NA,NA,NA
4839,2007,NA,NA,NA,NA,NA
4839,2011,4,3,1,0,NA
4839,2013,2,3,3,0,NA
4840,2005,2,3,2,1,1
4840,2007,NA,NA,NA,1,1
4840,2011,NA,NA,NA,NA,NA
4840,2013,NA,NA,NA,NA,NA
4841,2005,1,NA,2,0,NA
4841,2007,1,NA,1,0,NA
4841,2011,1,NA,1,0,NA
4841,2013,1,NA,1,0,NA
4842,2005,1,NA,1,1,2
4842,2007,1,NA,1,0,NA
4842,2011,1,NA,1,0,NA
4842,2013,1,NA,1,0,NA
4843,2005,3,3,4,1,1
4843,2007,3,3,3,1,1
4843,2011,2,3,3,1,2
4843,2013,2,3,2,1,2
4844,2005,NA,NA,NA,NA,NA
4844,2007,NA,NA,NA,NA,NA
4844,2011,NA,NA,NA,NA,NA
4844,2013,NA,NA,NA,NA,NA
4845,2005,1,NA,1,0,NA
4845,2007,1,NA,1,0,NA
4845,2011,1,NA,1,0,NA
4845,2013,1,NA,1,0,NA
4846,2005,4,2,2,0,NA
4846,2007,3,3,2,1,1
4846,2011,2,3,1,1,2
4846,2013,3,3,2,1,1
4847,2005,1,NA,1,0,NA
4847,2007,1,NA,1,0,NA
4847,2011,1,NA,1,0,NA
4847,2013,1,NA,1,0,NA
4848,2005,3,3,2,1,1
4848,2007,3,3,1,1,1
4848,2011,2,3,1,1,1
4848,2013,2,3,1,0,NA
4849,2005,NA,NA,NA,NA,NA
4849,2007,NA,NA,NA,NA,NA
4849,2011,NA,NA,NA,NA,NA
4849,2013,NA,NA,NA,NA,NA
4850,2005,1,NA,1,0,NA
4850,2007,1,NA,1,1,1
4850,2011,1,NA,1,0,NA
4850,2013,1,NA,2,0,NA
4851,2005,4,3,1,0,NA
4851,2007,1,NA,1,0,NA
4851,2011,1,NA,1,0,NA
4851,2013,NA,NA,NA,NA,NA
4852,2005,3,3,1,1,4
4852,2007,2,3,2,1,1
4852,2011,2,3,1,1,1
4852,2013,3,3,2,1,1
4853,2005,1,NA,1,0,NA
4853,2007,1,NA,1,0,NA
4853,2011,1,NA,1,1,1
4853,2013,1,NA,1,0,NA
4854,2005,1,NA,1,0,NA
4854,2007,1,NA,1,0,NA
4854,2011,2,3,1,0,NA
4854,2013,2,NA,1,0,NA
4855,2005,1,NA,1,1,1
4855,2007,1,NA,1,0,NA
4855,2011,1,NA,1,0,NA
4855,2013,1,NA,1,1,3
4856,2005,2,3,2,0,NA
4856,2007,2,3,1,0,NA
4856,2011,NA,NA,NA,NA,NA
4856,2013,NA,NA,NA,NA,NA
4857,2005,NA,NA,NA,NA,NA
4857,2007,1,NA,1,0,NA
4857,2011,1,NA,1,0,NA
4857,2013,1,NA,1,0,NA
4858,2005,1,NA,1,0,NA
4858,2007,1,NA,1,0,NA
4858,2011,1,NA,1,0,NA
4858,2013,NA,NA,1,0,NA
4859,2005,1,NA,1,0,NA
4859,2007,NA,NA,NA,NA,NA
4859,2011,1,NA,1,0,NA
4859,2013,NA,NA,NA,NA,NA
4860,2005,2,3,1,1,1
4860,2007,2,3,1,NA,NA
4860,2011,2,3,1,1,1
4860,2013,1,NA,2,1,1
4861,2005,2,3,2,1,1
4861,2007,2,3,2,1,1
4861,2011,4,3,2,1,2
4861,2013,2,3,1,1,1
4862,2005,NA,NA,NA,NA,NA
4862,2007,NA,NA,NA,NA,NA
4862,2011,NA,NA,NA,NA,NA
4862,2013,NA,NA,NA,NA,NA
4863,2005,2,3,3,1,1
4863,2007,3,3,3,1,1
4863,2011,3,3,3,1,2
4863,2013,4,3,4,1,2
4864,2005,3,3,2,1,1
4864,2007,2,3,2,0,NA
4864,2011,2,3,2,0,NA
4864,2013,1,NA,2,0,NA
4865,2005,2,3,1,0,NA
4865,2007,1,NA,1,0,NA
4865,2011,1,NA,1,0,NA
4865,2013,1,NA,1,0,NA
4866,2005,3,3,2,1,2
4866,2007,2,3,2,1,1
4866,2011,3,3,2,1,3
4866,2013,4,3,4,1,4
4867,2005,2,2,1,1,1
4867,2007,1,NA,1,1,1
4867,2011,1,NA,1,0,NA
4867,2013,1,NA,1,0,NA
4868,2005,1,NA,1,1,1
4868,2007,2,3,1,1,1
4868,2011,1,NA,2,1,1
4868,2013,4,3,2,1,1
4869,2005,1,NA,1,0,NA
4869,2007,1,NA,1,0,NA
4869,2011,1,NA,1,0,NA
4869,2013,1,NA,1,0,NA
4870,2005,2,3,1,1,2
4870,2007,3,3,1,0,NA
4870,2011,4,3,1,0,NA
4870,2013,NA,NA,NA,NA,NA
4871,2005,4,3,4,1,1
4871,2007,4,3,4,1,1
4871,2011,2,3,4,1,1
4871,2013,3,3,4,1,1
4872,2005,NA,NA,NA,NA,NA
4872,2007,1,NA,1,0,NA
4872,2011,NA,NA,NA,NA,NA
4872,2013,4,3,1,1,2
4873,2005,NA,NA,NA,NA,NA
4873,2007,NA,NA,NA,NA,NA
4873,2011,4,3,1,0,NA
4873,2013,NA,NA,NA,NA,NA
4874,2005,1,NA,1,0,NA
4874,2007,2,3,1,0,NA
4874,2011,1,NA,1,0,NA
4874,2013,1,NA,1,0,NA
4875,2005,2,3,1,1,1
4875,2007,1,NA,1,1,1
4875,2011,1,NA,1,1,1
4875,2013,2,3,1,0,NA
4876,2005,1,NA,1,0,NA
4876,2007,1,NA,1,0,NA
4876,2011,1,NA,1,0,NA
4876,2013,NA,NA,NA,NA,NA
4877,2005,1,NA,1,0,NA
4877,2007,1,NA,1,0,NA
4877,2011,1,NA,1,0,NA
4877,2013,1,NA,1,1,2
4878,2005,1,NA,1,0,NA
4878,2007,1,NA,1,1,1
4878,2011,4,3,1,0,NA
4878,2013,1,NA,1,0,NA
4879,2005,2,3,2,0,NA
4879,2007,2,3,1,0,NA
4879,2011,1,NA,1,0,NA
4879,2013,2,2,1,0,NA
4880,2005,2,3,2,1,1
4880,2007,1,NA,1,0,NA
4880,2011,1,NA,1,0,NA
4880,2013,1,NA,2,1,3
4881,2005,NA,NA,NA,NA,NA
4881,2007,NA,NA,NA,NA,NA
4881,2011,4,3,1,1,1
4881,2013,4,3,1,0,NA
4882,2005,NA,NA,NA,NA,NA
4882,2007,1,NA,1,0,NA
4882,2011,1,NA,1,1,1
4882,2013,NA,NA,NA,NA,NA
4883,2005,1,NA,1,0,NA
4883,2007,1,NA,2,1,NA
4883,2011,2,NA,2,0,NA
4883,2013,1,NA,2,0,NA
4884,2005,2,3,1,0,NA
4884,2007,2,2,2,1,1
4884,2011,1,NA,1,1,1
4884,2013,4,3,3,1,1
4885,2005,2,3,1,0,NA
4885,2007,NA,NA,NA,NA,NA
4885,2011,NA,NA,NA,NA,NA
4885,2013,NA,NA,NA,NA,NA
4886,2005,4,3,4,1,1
4886,2007,2,3,1,0,NA
4886,2011,1,NA,1,1,2
4886,2013,2,3,2,1,1
4887,2005,NA,NA,NA,NA,NA
4887,2007,NA,NA,NA,NA,NA
4887,2011,3,3,1,1,3
4887,2013,NA,NA,NA,NA,NA
4888,2005,4,3,1,0,NA
4888,2007,1,NA,2,1,1
4888,2011,1,NA,1,1,1
4888,2013,2,3,1,1,1
4889,2005,4,2,2,1,1
4889,2007,1,NA,1,1,1
4889,2011,2,3,1,1,2
4889,2013,2,3,2,0,NA
4890,2005,1,NA,1,0,NA
4890,2007,1,NA,1,0,NA
4890,2011,1,NA,1,0,NA
4890,2013,1,NA,1,0,NA
4891,2005,1,NA,2,0,NA
4891,2007,1,NA,1,0,NA
4891,2011,3,3,1,0,NA
4891,2013,2,1,2,0,NA
4892,2005,1,NA,1,0,NA
4892,2007,1,NA,1,0,NA
4892,2011,1,NA,1,0,NA
4892,2013,1,NA,1,0,NA
4893,2005,1,NA,1,0,NA
4893,2007,1,NA,1,0,NA
4893,2011,1,NA,1,0,NA
4893,2013,1,NA,1,0,NA
4894,2005,1,NA,2,1,NA
4894,2007,1,NA,2,1,1
4894,2011,2,3,1,1,1
4894,2013,2,3,1,1,1
4895,2005,4,3,2,1,2
4895,2007,4,3,1,0,NA
4895,2011,3,3,2,1,2
4895,2013,3,3,3,0,NA
4896,2005,4,3,1,0,NA
4896,2007,1,NA,1,0,NA
4896,2011,NA,NA,3,NA,NA
4896,2013,1,NA,1,0,NA
4897,2005,3,3,1,1,1
4897,2007,2,3,1,0,NA
4897,2011,2,3,1,0,NA
4897,2013,2,3,4,0,NA
4898,2005,2,3,1,0,NA
4898,2007,1,NA,1,1,NA
4898,2011,1,NA,1,0,NA
4898,2013,2,3,1,0,NA
4899,2005,2,3,2,0,NA
4899,2007,4,3,4,0,NA
4899,2011,1,NA,1,0,NA
4899,2013,2,3,1,1,2
4900,2005,1,NA,1,0,NA
4900,2007,1,NA,1,0,NA
4900,2011,2,3,1,0,NA
4900,2013,4,3,1,0,NA
4901,2005,1,NA,1,1,1
4901,2007,1,NA,1,0,NA
4901,2011,2,3,1,1,1
4901,2013,1,NA,1,0,NA
4902,2005,1,NA,1,0,NA
4902,2007,1,NA,1,0,NA
4902,2011,1,NA,1,0,NA
4902,2013,1,NA,1,0,NA
4903,2005,2,3,1,0,NA
4903,2007,1,NA,1,1,1
4903,2011,1,NA,1,1,1
4903,2013,2,NA,1,0,NA
4904,2005,1,NA,1,0,NA
4904,2007,1,NA,1,0,NA
4904,2011,1,NA,1,1,1
4904,2013,2,3,2,0,NA
4905,2005,1,NA,2,1,1
4905,2007,1,NA,1,0,NA
4905,2011,1,NA,1,0,NA
4905,2013,2,3,1,0,NA
4906,2005,1,NA,1,0,NA
4906,2007,3,3,2,0,NA
4906,2011,4,3,NA,0,NA
4906,2013,4,3,3,0,NA
4907,2005,2,3,1,0,NA
4907,2007,1,NA,1,1,1
4907,2011,1,NA,1,0,NA
4907,2013,2,3,1,1,1
4908,2005,1,NA,1,0,NA
4908,2007,3,3,1,0,NA
4908,2011,2,3,1,0,NA
4908,2013,2,3,1,0,NA
4909,2005,1,NA,1,0,NA
4909,2007,1,NA,1,0,NA
4909,2011,1,NA,1,0,NA
4909,2013,NA,NA,NA,NA,NA
4910,2005,1,NA,1,1,1
4910,2007,1,NA,1,1,1
4910,2011,1,NA,1,0,NA
4910,2013,1,NA,1,0,NA
4911,2005,NA,NA,NA,NA,NA
4911,2007,NA,NA,NA,NA,NA
4911,2011,NA,NA,NA,NA,NA
4911,2013,NA,NA,NA,NA,NA
4912,2005,4,3,2,NA,NA
4912,2007,2,3,1,NA,NA
4912,2011,NA,NA,1,1,NA
4912,2013,2,3,1,0,NA
4913,2005,NA,NA,NA,NA,NA
4913,2007,NA,NA,NA,NA,NA
4913,2011,NA,NA,NA,NA,NA
4913,2013,NA,NA,NA,NA,NA
4914,2005,NA,NA,NA,NA,NA
4914,2007,NA,NA,NA,NA,NA
4914,2011,NA,NA,NA,NA,NA
4914,2013,NA,NA,NA,NA,NA
4915,2005,2,3,1,0,NA
4915,2007,2,3,2,0,NA
4915,2011,2,3,1,0,NA
4915,2013,2,3,1,0,NA
4916,2005,2,3,1,1,1
4916,2007,1,NA,1,0,NA
4916,2011,2,3,1,1,1
4916,2013,NA,NA,NA,NA,NA
4917,2005,NA,NA,NA,NA,NA
4917,2007,NA,NA,NA,NA,NA
4917,2011,NA,NA,NA,NA,NA
4917,2013,NA,NA,NA,NA,NA
4918,2005,1,NA,1,0,NA
4918,2007,1,NA,1,0,NA
4918,2011,1,NA,1,0,NA
4918,2013,1,NA,1,0,NA
4919,2005,1,NA,1,0,NA
4919,2007,2,3,1,0,NA
4919,2011,1,NA,1,0,NA
4919,2013,1,NA,1,0,NA
4920,2005,3,3,1,1,1
4920,2007,1,NA,2,1,1
4920,2011,1,NA,1,0,NA
4920,2013,1,NA,1,0,NA
4921,2005,1,NA,1,0,NA
4921,2007,1,NA,1,0,NA
4921,2011,1,NA,1,0,NA
4921,2013,1,NA,1,0,NA
4922,2005,NA,NA,NA,NA,NA
4922,2007,NA,NA,NA,NA,NA
4922,2011,NA,NA,NA,NA,NA
4922,2013,NA,NA,NA,NA,NA
4923,2005,1,NA,1,0,NA
4923,2007,1,NA,4,0,NA
4923,2011,3,3,2,1,3
4923,2013,1,NA,1,1,1
4924,2005,4,3,4,1,1
4924,2007,3,3,2,1,1
4924,2011,NA,NA,NA,NA,NA
4924,2013,NA,NA,NA,NA,NA
4925,2005,1,NA,1,0,NA
4925,2007,1,NA,1,0,NA
4925,2011,1,NA,1,1,1
4925,2013,1,NA,1,0,NA
4926,2005,1,NA,1,0,NA
4926,2007,1,NA,1,0,NA
4926,2011,1,NA,1,0,NA
4926,2013,1,NA,1,0,NA
4927,2005,3,2,3,1,4
4927,2007,3,2,3,1,1
4927,2011,2,3,2,1,1
4927,2013,1,NA,1,1,1
4928,2005,NA,NA,NA,NA,NA
4928,2007,NA,NA,NA,NA,NA
4928,2011,NA,NA,NA,NA,NA
4928,2013,NA,NA,NA,NA,NA
4929,2005,2,3,1,1,1
4929,2007,1,NA,1,0,NA
4929,2011,2,3,2,0,NA
4929,2013,1,NA,1,0,NA
4930,2005,2,3,3,0,NA
4930,2007,2,3,4,1,1
4930,2011,3,3,3,1,2
4930,2013,4,3,4,1,2
4931,2005,1,NA,1,0,NA
4931,2007,1,NA,1,0,NA
4931,2011,1,NA,1,0,NA
4931,2013,2,3,1,0,NA
4932,2005,1,NA,1,0,NA
4932,2007,2,3,1,0,NA
4932,2011,1,NA,1,0,NA
4932,2013,1,NA,1,0,NA
4933,2005,1,NA,1,0,NA
4933,2007,1,NA,1,0,NA
4933,2011,1,NA,2,0,NA
4933,2013,1,NA,1,0,NA
4934,2005,NA,NA,NA,NA,NA
4934,2007,NA,NA,NA,NA,NA
4934,2011,NA,NA,NA,NA,NA
4934,2013,NA,NA,NA,NA,NA
4935,2005,NA,NA,NA,NA,NA
4935,2007,NA,NA,NA,NA,NA
4935,2011,NA,NA,NA,NA,NA
